Name(???),Commodities,Pesticides,MRL(mg/kg)
?????,Mammalian meat,Heptachlor : heptachlor ? heptachlor epoxide? ??,0.2
??,Mango,Dicofol,1
??,Mango,Dichlobenil,0.15
??,Mango,Dichlofluanid,15
??,Mango,Difenoconazole,0.07
??,Mango,Myclobutanil,1
??,Mango,Malathion,0.5
??,Mango,Maleic hydrazide,40
??,Mango,Benomyl,1.5
??,Mango,Cypermethrin,2
??,Mango,Cyhalothrin,0.5
??,Mango,Saflufenacil,0.03
??,Mango,Sethoxydim,1
??,Mango,Spirotetramat,0.3
??,Mango,Azoxystrobin,0.7
??,Mango,Azinphos-methyl,1
??,Mango,Ethiofencarb,5
??,Mango,Ethylene dibromide : EDB,0.03
??,Mango,Oxamyl,0.5
??,Mango,Imazalil,2
??,Mango,Imidacloprid,0.4
??,Mango,Carbaryl : NAC,1
??,Mango,Carbendazim,1.5
??,Mango,Captan,5
??,Mango,Chlorpropham,0.05
??,Mango,Clofentezine,1
??,Mango,Thiamethoxam,0.2
??,Mango,Thiabendazole,10
??,Mango,Thiophanate-methyl,1.5
??,Mango,Parathion,0.5
??,Mango,Permethrin(Permetrin),5
??,Mango,Fenvalerate,1
??,Mango,Fenbutatin oxide,2
??,Mango,Procymidone,0.01
??,Mango,Propiconazole,0.05
??,Mango,Fludioxonil,2
??,Mango,Fluxapyroxad,0.5
??,Mango,Pyrethrins,1
??,Mango,Pirimicarb,1
??,Marsh mallow,Benfuracarb,1
??,Marsh mallow,Bifenthrin,1
??,Marsh mallow,Imidacloprid,1
??,Marsh mallow,Carbosulfan,1
??,Marsh mallow,Carbofuran,1
??,Marsh mallow,Furathiocarb,1
??,Marsh mallow,Pymetrozine,1
??,Melon,Nabam,1
??,Melon,Novaluron,1
??,Melon,Nuarimol,0.1
??,Melon,Daminozide,N.D.
??,Melon,Dazomet,0.1
??,Melon,Dinotefuran,1
??,Melon,Dimethomorph,0.7
??,Melon,Dimethoate,1
??,Melon,Dimethyl dithiocarbamates,1
??,Melon,Dicofol,1
??,Melon,Dichlofluanid,15
??,Melon,Dithiocarbamates,1
??,Melon,Difenoconazole,0.5
??,Melon,Lepimectin,0.05
??,Melon,maneb,1
??,Melon,Myclobutanil,1
??,Melon,Mandipropamid,0.5
??,Melon,Mancozeb,1
??,Melon,Malathion,0.5
??,Melon,Maleic hydrazide,40
??,Melon,Mevinphos,0.05
??,Melon,Methamidophos,0.5
??,Melon,Metalaxyl,0.2
??,Melon,Methomyl,0.2
??,Melon,Methoxychlor,14
??,Melon,Metrafenone,2
??,Melon,Metiram,1
??,Melon,Meptyldinocap,0.1
??,Melon,Milbemectin,0.05
??,Melon,Benomyl,2
??,Melon,Benfuracarb,0.4
??,Melon,Boscalid,0.7
??,Melon,Buprofezin,0.7
??,Melon,Bromopropylate,0.5
??,Melon,Bistrifluron,1
??,Melon,Bitertanol,0.2
??,Melon,Bifenthrin,0.05
??,Melon,Vinclozolin,1
??,Melon,Cymoxanil,0.5
??,Melon,Cymoxanil,0.5
??,Melon,Cyazofamid,0.5
??,Melon,Cyantraniliprole,0.3
??,Melon,Cypermethrin,2
??,Melon,Cyfluthrin,2
??,Melon,Cyhalothrin,0.5
??,Melon,Cyhexatin,0.5
??,Melon,Sulfoxaflor,0.4
??,Melon,Sethoxydim,2
??,Melon,Spinetoram,0.2
??,Melon,Spinosad,0.1
??,Melon,Spirodiclofen,2
??,Melon,Spiromesifen,0.3
??,Melon,Ametoctradin,3
??,Melon,Amisulbrom,1
??,Melon,Abamectin,0.05
??,Melon,Acequinocyl,0.5
??,Melon,Acetamiprid,0.3
??,Melon,Isopyrazam,1
??,Melon,Azocyclotin,0.5
??,Melon,Azoxystrobin,1
??,Melon,Azinphos-methyl,0.3
??,Melon,Emamectin benzoate,0.05
??,Melon,Ethaboxam,0.5
??,Melon,Ethoprophos(Ethoprop),0.02
??,Melon,Etoxazole,0.5
??,Melon,Ethiofencarb,5
??,Melon,Oxadixyl,0.1
??,Melon,Oxamyl,2
??,Melon,Imazalil,2
??,Melon,Imidacloprid,0.2
??,Melon,Imicyafos,0.05
??,Melon,Zoxamide,0.5
??,Melon,Zineb,1
??,Melon,Ziram,1
??,Melon,Cadusafos,0.05
??,Melon,Carbendazim,2
??,Melon,Carbosulfan,0.4
??,Melon,Carbofuran,0.4
??,Melon,Captan,5
??,Melon,Kresoxim-methyl,1
??,Melon,Chlorantraniliprole,0.2
??,Melon,Chlorothalonil,2
??,Melon,Chlorfenapyr,0.5
??,Melon,Chlorpropham,0.05
??,Melon,Clothianidin,0.05
??,Melon,Clofentezine,1
??,Melon,Tetradifon,1
??,Melon,Tolclofos-methyl,0.05
??,Melon,Triadimenol,0.5
??,Melon,Triadimefon,0.2
??,Melon,Trifluralin,0.05
??,Melon,Triflumizole,2
??,Melon,Thiram,1
??,Melon,Thiamethoxam,0.3
??,Melon,Thiodicarb,0.2
??,Melon,Thiophanate-methyl,2
??,Melon,Parathion,0.3
??,Melon,Parathion-Methyl,0.2
??,Melon,Famoxadone,0.5
??,Melon,Permethrin(Permetrin),0.1
??,Melon,Ferbam,1
??,Melon,Fenarimol,0.1
??,Melon,Fenamiphos,0.05
??,Melon,Fenvalerate,0.2
??,Melon,Fenbutatin oxide,1
??,Melon,Fosthiazate,0.1
??,Melon,Forchlorfenuron,0.05
??,Melon,Folpet,2
??,Melon,Furathiocarb,0.4
??,Melon,Procymidone,1
??,Melon,Propamocarb,1
??,Melon,Propineb,1
??,Melon,Flonicamid,1
??,Melon,Flubendiamide,1
??,Melon,Flusilazole,0.1
??,Melon,Fluensulfone,0.05
??,Melon,Flutianil,0.05
??,Melon,Fluxapyroxad,0.5
??,Melon,Pyraclostrobin,0.3
??,Melon,Pyrethrins,1
??,Melon,Pyridaben,1
??,Melon,Pirimicarb,1
??,Melon,Pyriofenone,0.5
??,Melon,Picarbutrazox,0.3
??,Melon,Hexaconazole,0.05
??,Melon,Hexythiazox,0.5
?,Milk,Diquat,0.01
?,Milk,Diazinon,0.02
?,Milk,"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.02
?,Milk,Dimethoate,0.05
?,Milk,Dimethipin,0.01
?,Milk,Disulfoton,0.01
?,Milk,Dichlorvos : DDVP,0.02
?,Milk,Diflubenzuron,0.05
?,Milk,Methamidophos,0.01
?,Milk,Methomyl,0.02
?,Milk,Methoxyfenozide,0.05
?,Milk,Methidathion,0.001
?,Milk,Bendiocarb,0.05
?,Milk,Bifenthrin,0.05
?,Milk,Cyromazine,0.01
?,Milk,Cyhexatin,0.05
?,Milk,Sulfoxaflor,0.2
?,Milk,Spinetoram,0.01
?,Milk,Acephate,0.1
?,Milk,Azocyclotin,0.05
?,Milk,Aldrin & Dieldrin,0.006
?,Milk,Aldicarb,0.01
?,Milk,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.1
?,Milk,"2,4-D",0.01
?,Milk,Carbaryl : NAC,0.1
?,Milk,Carbendazim,0.1
?,Milk,Carbofuran,0.05
?,Milk,Chlordane,0.02
?,Milk,Chlorpyrifos,0.02
?,Milk,Chlorpyrifos-methyl,0.01
?,Milk,Triadimenol,0.05
?,Milk,Triadimefon,0.05
?,Milk,Paraquat,0.01
?,Milk,Permethrin(Permetrin),0.1
?,Milk,Fenitrothion : MEP,0.002
?,Milk,Fenvalerate,0.1
?,Milk,Fenbutatin oxide,0.05
?,Milk,Fenthion : MPP,0.01
?,Milk,Prochloraz,0.05
?,Milk,Propargite,0.1
?,Milk,Profenofos,0.01
?,Milk,Propiconazole,0.01
?,Milk,Pirimicarb,0.05
?,Milk,Pirimiphos-methyl,0.05
?,Milk,Heptachlor : heptachlor ? heptachlor epoxide? ??,0.006
????,Milk product,Cyhexatin,0.05
????,Milk product,Azocyclotin,0.05
????,Milk product,Carbaryl : NAC,0.1
?,Millet,Deltamethrin,0.2
?,Millet,Dichlofluanid,0.1
?,Millet,Metalaxyl,0.05
?,Millet,Methoprene,5
?,Millet,Metolachlor,0.1
?,Millet,Metribuzin,0.05
?,Millet,Bentazone,0.2
?,Millet,Bitertanol,0.1
?,Millet,Cypermethrin,1
?,Millet,Cyfluthrin,2
?,Millet,Cyhalothrin,0.2
?,Millet,Etofenprox,2
?,Millet,Ethoprophos(Ethoprop),0.005
?,Millet,Ethiofencarb,1
?,Millet,Oxadixyl,0.1
?,Millet,Oxamyl,0.02
?,Millet,Imazalil,0.05
?,Millet,Indoxacarb,0.5
?,Millet,Chlormequat,10
?,Millet,Clothianidin,0.3
?,Millet,Tralomethrin,0.2
?,Millet,Thiobencarb,0.1
?,Millet,Parathion-Methyl,1
?,Millet,Permethrin(Permetrin),2
?,Millet,Pendimethalin,0.2
?,Millet,Fenvalerate,2
?,Millet,Fensulfothion,0.1
?,Millet,Fenthion : MPP,0.05
?,Millet,Phoxim,0.05
?,Millet,Propiconazole,1
?,Millet,Flufenoxuron,0.5
?,Millet,Pyrethrins,3
?,Millet,Pirimicarb,0.05
??,Mulberry,Dinotefuran,1
??,Mulberry,Benomyl,5
??,Mulberry,Buprofezin,1
??,Mulberry,Sulfoxaflor,1
??,Mulberry,Spinosad,0.2
??,Mulberry,Amitraz,0.3
??,Mulberry,Carbendazim,5
??,Mulberry,Trifloxystrobin,5
??,Mulberry,Triflumizole,2
??,Mulberry,Thiophanate-methyl,5
??,Mulberry,Thifluzamide,0.05
??,Mulberry,Phenthoate : PAP,0.5
??,Mulberry,Penthiopyrad,2
??,Mulberry,Fluopyram,5
??,Mulberry,Fluquinconazole,2
??,Mulberry,Flutolanil,5
??,Mulberry,Hexaconazole,0.05
??,Mulberry(Leaves),Dinotefuran,15
??,Mulberry(Leaves),Buprofezin,5
??,Mung bean,Novaluron,0.5
??,Mung bean,Dichlofluanid,0.2
??,Mung bean,Malathion,0.5
??,Mung bean,Bentazone,0.2
??,Mung bean,Bitertanol,0.2
??,Mung bean,Bifenthrin,0.05
??,Mung bean,Cyfluthrin,0.5
??,Mung bean,Cyhalothrin,0.2
??,Mung bean,Sethoxydim,20
??,Mung bean,Acephate,3
??,Mung bean,Etofenprox,0.3
??,Mung bean,Ethiofencarb,1
??,Mung bean,Omethoate,0.01
??,Mung bean,Indoxacarb,0.3
??,Mung bean,Chlorpropham,0.05
??,Mung bean,Clofentezine,0.2
??,Mung bean,Thiobencarb,0.2
??,Mung bean,Parathion-Methyl,1
??,Mung bean,Permethrin(Permetrin),0.1
??,Mung bean,Pendimethalin,0.2
??,Mung bean,Fenvalerate,0.5
??,Mung bean,Fenbutatin oxide,0.5
??,Mung bean,Penthiopyrad,0.05
??,Mung bean,Propargite,0.2
??,Mung bean,Fluopyram,0.5
??,Mung bean,Pyrethrins,1
???,Mushroom,Diflubenzuron,0.3
???,Mushroom,Benomyl,0.7
???,Mushroom,Carbendazim,0.7
???,Mushroom,Thiophanate-methyl,0.7
???,Mushroom,Prochloraz,0.5
???,Mushrooms,Daminozide,N.D.
???,Mushrooms,Dichlofluanid,15
???,Mushrooms,Malathion,0.5
???,Mushrooms,Maleic hydrazide,25
???,Mushrooms,Methomyl,0.5
???,Mushrooms,Methoprene,0.2
???,Mushrooms,Methoxychlor,14
???,Mushrooms,Metribuzin,0.5
???,Mushrooms,Bentazone,0.2
???,Mushrooms,Benfuracarb,0.1
???,Mushrooms,Cypermethrin,0.05
???,Mushrooms,Cyhalothrin,0.5
???,Mushrooms,Sethoxydim,10
???,Mushrooms,Aluminium phosphide(Hydrogen phosphide),0.01
???,Mushrooms,Ethiofencarb,5
???,Mushrooms,Oxamyl,1
???,Mushrooms,Carbosulfan,0.1
???,Mushrooms,Carbofuran,0.1
???,Mushrooms,Chlorpropham,0.05
???,Mushrooms,Teflubenzuron,0.05
???,Mushrooms,Thiabendazole,40
???,Mushrooms,Thiodicarb,0.5
???,Mushrooms,Thiobencarb,0.2
???,Mushrooms,Parathion-Methyl,1
???,Mushrooms,Permethrin(Permetrin),0.1
???,Mushrooms,Pendimethalin,0.2
???,Mushrooms,Fenvalerate,0.5
???,Mushrooms,Fenbutatin oxide,2
???,Mushrooms,Furathiocarb,0.1
???,Mushrooms,Pyrethrins,1
???,Mushrooms,Pirimicarb,2
???,Mushrooms,Pirimiphos-methyl,1
?,Mustard leaf,Novaluron,2
?,Mustard leaf,Dinotefuran,0.1
?,Mustard leaf,Metalaxyl,1
?,Mustard leaf,Bifenthrin,1
?,Mustard leaf,Cyazofamid,0.5
?,Mustard leaf,Spinetoram,0.3
?,Mustard leaf,Amisulbrom,1
?,Mustard leaf,Emamectin benzoate,0.05
?,Mustard leaf,Terbufos,0.1
?,Mustard leaf,Tefluthrin,0.05
?,Mustard leaf,Pyridaryl(Pyridalyl),5
??,mandarin,Glufosinate(ammonium),0.1
??,mandarin,Glyphosate,0.5
??,mandarin,Nabam,5
??,mandarin,Napropamide,0.1
??,mandarin,Novaluron,0.5
??,mandarin,Deltamethrin,0.5
??,mandarin,Dinotefuran,1
??,mandarin,Dimethomorph,1
??,mandarin,Dimethyl dithiocarbamates,5
??,mandarin,Diafenthiuron,0.5
??,mandarin,Diethofencarb,0.5
??,mandarin,Dichlorvos : DDVP,0.1
??,mandarin,Dichlofluanid,15
??,mandarin,Dithianon,3
??,mandarin,Dithiocarbamates,5
??,mandarin,Difenoconazole,1
??,mandarin,Diflubenzuron,3
??,mandarin,Lufenuron,0.5
??,mandarin,maneb,5
??,mandarin,Mancozeb,5
??,mandarin,Maleic hydrazide,40
??,mandarin,Mecoprop-P,0.05
??,mandarin,Methamidophos,0.5
??,mandarin,Metaflumizone,1
??,mandarin,Methomyl,0.7
??,mandarin,Methoxyfenozide,1
??,mandarin,Metconazole,1
??,mandarin,Metiram,5
??,mandarin,Methiocarb,0.5
??,mandarin,Milbemectin,0.2
??,mandarin,Benomyl,5
??,mandarin,Bensultap,1
??,mandarin,Benzoximate,0.5
??,mandarin,Benfuracarb,0.5
??,mandarin,Boscalid,0.5
??,mandarin,Buprofezin,0.5
??,mandarin,Bifenazate,1
??,mandarin,Bifenthrin,0.5
??,mandarin,Cyazofamid,0.5
??,mandarin,Cyenopyrafen,0.5
??,mandarin,Cypermethrin,2
??,mandarin,Cyprodinil,1
??,mandarin,Cyflumetofen,0.5
??,mandarin,Cyfluthrin,0.5
??,mandarin,Cyhalothrin,0.5
??,mandarin,Cyhexatin,1
??,mandarin,Sulfoxaflor,1
??,mandarin,Sethoxydim,1
??,mandarin,Spinetoram,0.5
??,mandarin,Spinosad,0.3
??,mandarin,Spirodiclofen,2
??,mandarin,Spiromesifen,0.5
??,mandarin,Simeconazole,0.5
??,mandarin,Ametoctradin,2
??,mandarin,Amitraz,0.2
??,mandarin,Abamectin,0.02
??,mandarin,Acequinocyl,1
??,mandarin,Acetamiprid,0.5
??,mandarin,Acephate,5
??,mandarin,Acibenzolar-S-methyl,0.2
??,mandarin,Azocyclotin,1
??,mandarin,Azoxystrobin,1
??,mandarin,Azinphos-methyl,2
??,mandarin,Acrinathrin,1
??,mandarin,Emamectin benzoate,0.05
??,mandarin,Ethephon,0.5
??,mandarin,Etofenprox,5
??,mandarin,Etoxazole,1
??,mandarin,Ethiofencarb,5
??,mandarin,Ethychlozate,1
??,mandarin,MCPA,0.05
??,mandarin,Ortho-PhenylPhenol,10
??,mandarin,Oxamyl,5
??,mandarin,Oxolinic acid,0.5
??,mandarin,Oxyfluorfen,0.05
??,mandarin,"Benzyladenine, 6-Benzyl aminopurine",0.2
??,mandarin,Imazalil,5
??,mandarin,Iminoctadine,0.5
??,mandarin,Imibenconazole,1
??,mandarin,Iprodione,2
??,mandarin,Indaziflam,0.05
??,mandarin,Indoxacarb,0.3
??,mandarin,Zineb,5
??,mandarin,Ziram,5
??,mandarin,Carbendazim,5
??,mandarin,Carbosulfan,0.5
??,mandarin,Carbofuran,0.5
??,mandarin,Cartap hydrochloride,1
??,mandarin,Captan,0.5
??,mandarin,Kresoxim-methyl,2
??,mandarin,Chromafenozide,2
??,mandarin,Chlorantraniliprole,1
??,mandarin,Chlorothalonil,5
??,mandarin,Chlorfenapyr,1
??,mandarin,Chlorfluazuron,0.2
??,mandarin,Clothianidin,1
??,mandarin,Clofentezine,0.5
??,mandarin,Terbuthylazine,0.1
??,mandarin,Tebuconazole,2
??,mandarin,Tebufenozide,1
??,mandarin,Tebufenpyrad,0.5
??,mandarin,Tetradifon,3
??,mandarin,Tetraconazole,2
??,mandarin,Teflubenzuron,0.7
??,mandarin,Tolylfluanid,5
??,mandarin,Tralomethrin,0.5
??,mandarin,Triazophos,0.2
??,mandarin,Trichlorfon(DEP),0.1
??,mandarin,Triclopyr,0.1
??,mandarin,Triflumizole,2
??,mandarin,Thiram,5
??,mandarin,Thiamethoxam,1
??,mandarin,Thiabendazole,10
??,mandarin,Thiazopyr,0.05
??,mandarin,Thiacloprid,0.3
??,mandarin,Thiodicarb,0.7
??,mandarin,Thiocyclam,1
??,mandarin,Thiophanate-methyl,5
??,mandarin,Permethrin(Permetrin),0.5
??,mandarin,Ferbam,5
??,mandarin,Fenazaquin,0.7
??,mandarin,Fenothiocarb,1
??,mandarin,Fenvalerate,0.2
??,mandarin,Fenbutatin oxide,5
??,mandarin,Fenpropathrin,5
??,mandarin,Fenpyrazamine,2
??,mandarin,Fenpyroximate,0.5
??,mandarin,Fenhexamid,1
??,mandarin,Phosalone,1
??,mandarin,Furathiocarb,0.5
??,mandarin,Prochloraz,1
??,mandarin,Prothiofos,0.2
??,mandarin,Propargite,5
??,mandarin,Propineb,5
??,mandarin,Flonicamid,1
??,mandarin,Fludioxonil,1
??,mandarin,Flumioxazine,0.1
??,mandarin,Flubendiamide,1
??,mandarin,Flusilazole,0.2
??,mandarin,Fluazinam,0.7
??,mandarin,Fluacrypyrim,0.7
??,mandarin,Fluquinconazole,2
??,mandarin,Flufenoxuron,1
??,mandarin,Pyrethrins,1
??,mandarin,Pyridaben,2
??,mandarin,Pyridaryl(Pyridalyl),2
??,mandarin,Pyrimethanil,1
??,mandarin,Pyrimidifen,0.2
??,mandarin,Pirimicarb,0.05
??,mandarin,Pyribencarb,2
??,mandarin,Pyrifluquinazon,0.05
??,mandarin,Pymetrozine,0.3
??,mandarin,Picoxystrobin,0.5
??,mandarin,Fipronil,0.05
??,mandarin,Halfenprox,1
??,mandarin,Hexaconazole,0.1
??,mandarin,Hexaflumuron,0.7
??,mandarin,Hexythiazox,0.5
???,mustard green,Diazinon,0.05
???,mustard green,Dinotefuran,2
???,mustard green,Benfuracarb,0.05
???,mustard green,Imidacloprid,5
???,mustard green,Carbosulfan,0.05
???,mustard green,Carbofuran,0.05
???,mustard green,Thiamethoxam,5
???,mustard green,Furathiocarb,0.05
???,mustard green,Pymetrozine,3
???,Nuts,Glufosinate(ammonium),0.1
???,Nuts,Glyphosate,1
???,Nuts,Diuron,0.1
???,Nuts,Dichlobenil,0.15
???,Nuts,Dichlofluanid,15
???,Nuts,Diflubenzuron,0.15
???,Nuts,Maleic hydrazide,40
???,Nuts,Methoxyfenozide,0.09
???,Nuts,Metolachlor,0.1
???,Nuts,Methyl bromide : as Br ion,50
???,Nuts,Benomyl,0.05
???,Nuts,Boscalid,0.05
???,Nuts,Buprofezin,0.05
???,Nuts,Bifenazate,0.2
???,Nuts,Cyantraniliprole,0.04
???,Nuts,Cypermethrin,2
???,Nuts,Cyhalothrin,0.5
???,Nuts,Saflufenacil,0.03
???,Nuts,Sulfoxaflor,0.02
???,Nuts,Sethoxydim,1
???,Nuts,Spirodiclofen,0.05
???,Nuts,Spirotetramat,0.25
???,Nuts,Acequinocyl,0.01
???,Nuts,Acetamiprid,0.06
???,Nuts,Acephate,0.1
???,Nuts,Azoxystrobin,0.01
???,Nuts,Aluminium phosphide(Hydrogen phosphide),0.1
???,Nuts,Emamectin benzoate,0.01
???,Nuts,Ethiofencarb,5
???,Nuts,Oxadiazon,0.05
???,Nuts,Oxamyl,0.5
???,Nuts,Oxyfluorfen,0.05
???,Nuts,"2,4-D",0.2
???,Nuts,Carbendazim,0.05
???,Nuts,Chlorantraniliprole,0.02
???,Nuts,Chlorpyrifos,0.05
???,Nuts,Clofentezine,1
???,Nuts,Tebuconazole,0.05
???,Nuts,Tebufenozide,0.04
???,Nuts,Trifloxystrobin,0.02
???,Nuts,Trifluralin,0.05
???,Nuts,Thiophanate-methyl,0.05
???,Nuts,Fenvalerate,0.2
???,Nuts,Fenbutatin oxide,2
???,Nuts,Penthiopyrad,0.05
???,Nuts,Fenpropathrin,0.1
???,Nuts,Fenpyroximate,0.05
???,Nuts,Propargite,0.1
???,Nuts,Flubendiamide,0.1
???,Nuts,Fluopyram,0.04
???,Nuts,Flupyradifurone,0.02
???,Nuts,Fluxapyroxad,0.05
???,Nuts,Pyraclostrobin,0.02
???,Nuts,Pyrethrins,1
???,Nuts,Pirimicarb,1
???,Nuts,Pyriproxyfen,0.01
???,Nuts,Hexythiazox,0.02
????,Oak mushroom,Dichlofluanid,15
????,Oak mushroom,Maleic hydrazide,25
????,Oak mushroom,Metribuzin,0.5
????,Oak mushroom,Bentazone,0.2
????,Oak mushroom,Cypermethrin,5
????,Oak mushroom,Cyhalothrin,0.5
????,Oak mushroom,Sethoxydim,10
????,Oak mushroom,Ethiofencarb,5
????,Oak mushroom,Oxamyl,1
????,Oak mushroom,Thiobencarb,0.2
????,Oak mushroom,Permethrin(Permetrin),3
????,Oak mushroom,Pendimethalin,0.2
????,Oak mushroom,Fenvalerate,0.5
????,Oak mushroom,Fenbutatin oxide,2
????,Oak mushroom,Pyrethrins,1
????,Oak mushroom,Pirimicarb,2
??,Oat,Glyphosate,20
??,Oat,Diuron,1
??,Oat,Dicamba,0.5
??,Oat,Dichlofluanid,0.1
??,Oat,Linuron,0.2
??,Oat,Malathion,2
??,Oat,Metalaxyl,0.05
??,Oat,Methomyl,0.5
??,Oat,Methoprene,5
??,Oat,Methoxychlor,2
??,Oat,Metolachlor,0.1
??,Oat,Metribuzin,0.05
??,Oat,Methiocarb,0.05
??,Oat,Bentazone,0.1
??,Oat,Benfuracarb,0.1
??,Oat,Bitertanol,0.1
??,Oat,Bifenox,0.05
??,Oat,Cypermethrin,1
??,Oat,Cyfluthrin,2
??,Oat,Cyhalothrin,0.2
??,Oat,Spinosad,1
??,Oat,Azinphos-methyl,0.2
??,Oat,Ethoprophos(Ethoprop),0.005
??,Oat,Ethiofencarb,0.05
??,Oat,Ethylene dibromide : EDB,0.5
??,Oat,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.05
??,Oat,Omethoate,0.01
??,Oat,Oxadixyl,0.1
??,Oat,Oxamyl,0.02
??,Oat,Imazalil,0.05
??,Oat,"2,4-D",0.5
??,Oat,Carbaryl : NAC,1
??,Oat,Carbosulfan,0.1
??,Oat,Carbofuran,0.1
??,Oat,Chlordane,0.02
??,Oat,Chlormequat,10
??,Oat,Chlorsulfuron,0.1
??,Oat,Chlorpropham,0.05
??,Oat,Thiodicarb,0.5
??,Oat,Thiobencarb,0.1
??,Oat,Parathion,0.3
??,Oat,Parathion-Methyl,1
??,Oat,Permethrin(Permetrin),2
??,Oat,Pendimethalin,0.2
??,Oat,Fenvalerate,2
??,Oat,Fensulfothion,0.1
??,Oat,Phosphamidone,0.1
??,Oat,Phoxim,0.05
??,Oat,Furathiocarb,0.1
??,Oat,Propanil,0.2
??,Oat,Propiconazole,0.05
??,Oat,Pyrethrins,3
??,Oat,Pirimicarb,0.05
??,Oat,Pirimiphos-methyl,5
?????,Oilseed,BHC,0.02
?????,Oilseed,Aluminium phosphide(Hydrogen phosphide),0.1
?????,Oilseed,Carbophenothion,0.02
?????,Oilseed,Chlorobenzilate,0.02
?????,Oilseed,Chlorfenvinphos,0.05
???,Olive,Glufosinate(ammonium),0.1
???,Olive,Glyphosate,1
???,Olive,Cyantraniliprole,1.5
???,Olive,Imidacloprid,0.5
???,Olive,Tebuconazole,0.05
???,Olive,Trifloxystrobin,0.3
??,Onion,Glufosinate(ammonium),0.05
??,Onion,Nabam,0.5
??,Onion,Diquat,0.1
??,Onion,Deltamethrin,0.05
??,Onion,Dimethenamid,0.05
??,Onion,Dimethomorph,0.2
??,Onion,Dimethoate,0.2
??,Onion,Dimethyl dithiocarbamates,0.5
??,Onion,Dicofol,1
??,Onion,Dicloran,10
??,Onion,Dichlofluanid,0.1
??,Onion,Dithianon,0.1
??,Onion,Dithiocarbamates,0.5
??,Onion,Difenoconazole,0.05
??,Onion,Linuron,0.05
??,Onion,maneb,0.5
??,Onion,Myclobutanil,1
??,Onion,Mandipropamid,0.05
??,Onion,Mancozeb,0.5
??,Onion,Malathion,2
??,Onion,Maleic hydrazide,15
??,Onion,Mevinphos,0.1
??,Onion,Metalaxyl,0.05
??,Onion,Methomyl,0.2
??,Onion,Metolachlor,0.05
??,Onion,Metribuzin,0.5
??,Onion,Metconazole,0.05
??,Onion,Metiram,0.5
??,Onion,Monocrotophos,0.1
??,Onion,Valifenalate,0.05
??,Onion,Benomyl,0.05
??,Onion,Bensultap,0.05
??,Onion,Bentazone,0.1
??,Onion,Benthiavalicarb-isopropyl,0.5
??,Onion,Benfuracarb,0.1
??,Onion,Boscalid,0.05
??,Onion,Bifenthrin,0.05
??,Onion,Vinclozolin,1
??,Onion,Cymoxanil,0.1
??,Onion,Cymoxanil,0.1
??,Onion,Cyazofamid,1
??,Onion,Cypermethrin,0.1
??,Onion,Cyfluthrin,2
??,Onion,Cyhalothrin,0.5
??,Onion,Sethoxydim,0.05
??,Onion,Ametoctradin,1.5
??,Onion,Amisulbrom,0.2
??,Onion,Acephate,0.5
??,Onion,Isofenphos,0.05
??,Onion,Isoprothiolane,0.2
??,Onion,Azoxystrobin,0.1
??,Onion,Azinphos-methyl,0.3
??,Onion,Alachlor,0.05
??,Onion,Ethaboxam,0.1
??,Onion,Ethalfluralin,0.05
??,Onion,Etofenprox,0.1
??,Onion,Ethoprophos(Ethoprop),0.02
??,Onion,Ethiofencarb,5
??,Onion,Omethoate,0.01
??,Onion,Oxadiargyl,0.05
??,Onion,Oxadixyl,5
??,Onion,Oxamyl,0.05
??,Onion,Oxathiapiprolin,0.05
??,Onion,Oxolinic acid,0.05
??,Onion,Oxyfluorfen,0.05
??,Onion,Iminoctadine,0.05
??,Onion,Iprodione,0.1
??,Onion,Iprovalicarb,0.5
??,Onion,Zoxamide,0.2
??,Onion,Zineb,0.5
??,Onion,Ziram,0.5
??,Onion,Carbaryl : NAC,0.05
??,Onion,Carbendazim,0.05
??,Onion,Carbosulfan,0.1
??,Onion,Carbofuran,0.1
??,Onion,Cartap hydrochloride,0.05
??,Onion,Captan,5
??,Onion,Quizalofop-ethyl,0.05
??,Onion,Kresoxim-methyl,0.1
??,Onion,Clethodim,0.2
??,Onion,Chlorothalonil,1
??,Onion,Chlorpropham,0.05
??,Onion,Chlorpyrifos,0.5
??,Onion,Clothianidin,0.05
??,Onion,Terbufos,0.05
??,Onion,Tebuconazole,0.05
??,Onion,Tebupirimfos,0.05
??,Onion,Tefluthrin,0.1
??,Onion,Tralomethrin,0.05
??,Onion,Triadimefon,0.1
??,Onion,Triazophos,0.05
??,Onion,Thiram,0.5
??,Onion,Thiodicarb,0.2
??,Onion,Thiobencarb,0.2
??,Onion,Thiocyclam,0.05
??,Onion,Thiophanate-methyl,0.05
??,Onion,Thifluzamide,0.05
??,Onion,Parathion,0.3
??,Onion,Parathion-Methyl,1
??,Onion,Famoxadone,0.1
??,Onion,Permethrin(Permetrin),3
??,Onion,Ferbam,0.5
??,Onion,Fenarimol,0.05
??,Onion,Fenamidone,0.1
??,Onion,Fenoxaprop-ethyl,0.05
??,Onion,Pendimethalin,0.2
??,Onion,Fenvalerate,0.5
??,Onion,Fenbutatin oxide,2
??,Onion,Pencycuron,0.05
